#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Speed (ns/day)"
673266,-1452192.06747559,275992.0688068992,-1176199.9986686907,297.6272294641315,1089.4183583887284,60.5
676599,-1451681.3587583657,275670.93660272745,-1176010.4221556382,297.28092354080366,1089.8981651186987,60.5
679932,-1452693.8311396725,277322.44864535413,-1175371.3824943183,299.0618984644618,1086.3237035416334,60.5
683265,-1453160.7877079938,275803.9742921163,-1177356.8134158775,297.4243901232974,1089.3107184599273,60.5
686598,-1452005.8444301551,276427.26235903526,-1175578.58207112,298.0965380633346,1090.5739188280402,60.5
689931,-1450059.0605104035,276601.5680191718,-1173457.4924912318,298.28450763409296,1089.120548026563,60.5
693264,-1450459.5015500467,276431.11299500434,-1174028.3885550424,298.10069055264375,1089.9516054300725,60.5
696597,-1451408.5907494882,276900.07113303797,-1174508.5196164502,298.6064105610519,1086.7311288898122,60.5
699930,-1450829.6889308617,276806.374670071,-1174023.3142607906,298.50536918401525,1090.8968730509753,60.5
703263,-1452577.50701149,276670.30007716815,-1175907.2069343217,298.3586276335743,1091.599015195047,60.5
706596,-1449949.144137158,276609.3628697784,-1173339.7812673796,298.29291352705997,1091.35339456828,60.5
709929,-1451731.5562091395,277580.86475407326,-1174150.6914550662,299.3405719452595,1087.2570753934813,60.5
713262,-1451587.6431498975,277239.7069174768,-1174347.9362324206,298.9726705698499,1091.1285921689778,60.5
716595,-1449829.630607864,276416.9667406553,-1173412.6638672086,298.0854353661183,1092.7070817438764,60.5
719928,-1449886.6629214687,275735.560881319,-1174151.1020401497,297.3506137499334,1090.226757216536,60.5
723261,-1451472.1498910151,277686.37048939423,-1173785.7794016208,299.4543483296024,1088.5099995005223,60.5
726594,-1450275.057770472,275417.34408925375,-1174857.7136812182,297.00745177937114,1089.120957330618,60.5
729927,-1449696.7331538582,276112.7109520867,-1173584.0222017714,297.75732880931923,1089.9169556402815,60.5
733260,-1450932.3159277262,275523.14640275703,-1175409.169524969,297.12154799081304,1089.2317886632227,60.5
736593,-1451888.1799594164,276326.6332288699,-1175561.5467305465,297.98802056374126,1088.0580486583913,60.6
739926,-1450138.3770281123,275945.59733906056,-1174192.7796890517,297.5771150739546,1089.6710821494942,60.5
743259,-1450229.3194301073,276605.368284457,-1173623.9511456504,298.2886058041344,1088.0372548965724,60.6
746592,-1452032.3511293372,277755.3944876904,-1174276.9566416468,299.52878315473424,1087.436510013257,60.6
749925,-1451326.573794908,276399.68478428706,-1174926.8890106208,298.06679866827466,1089.193260739559,60.5
753258,-1449638.1006096527,278318.2657626142,-1171319.8348470386,300.13577819928287,1089.5628915601117,60.5
756591,-1451897.3843380343,276531.956442927,-1175365.4278951073,298.20943917047396,1089.3710001495785,60.5
759924,-1451010.3854660504,277593.69224473485,-1173416.6932213155,299.35440498953176,1090.7924916366826,60.5
763257,-1454437.8884445354,276902.5375941274,-1177535.350850408,298.60907036929865,1091.2417614685967,60.5
766590,-1448614.8368431283,277597.57273899834,-1171017.26410413,299.3585896777425,1091.3994899644576,60.5
769923,-1450094.3528361712,276045.554270786,-1174048.7985653852,297.6849076811254,1091.4721009394418,60.5
773256,-1450383.7355116354,277727.1950257758,-1172656.5404858596,299.49837312245216,1090.0662266232994,60.5
776589,-1452304.2853528382,276583.2817025684,-1175721.00365027,298.26478784369715,1088.0423354218933,60.5
779922,-1449811.734703091,276453.632933553,-1173358.101769538,298.1249758407933,1088.1989983917222,60.5
783255,-1448235.3545809798,277771.440193605,-1170463.9143873747,299.54608669181346,1091.3218293567234,60.5
786588,-1450313.999515131,275271.1591950181,-1175042.840320113,296.84980737586005,1087.5633498428597,60.5
789921,-1452494.550410795,275229.25687431137,-1177265.2935364838,296.8046203106158,1087.1835066103022,60.5
793254,-1451275.1343105696,278197.86520068214,-1173077.2691098875,300.0059393751867,1090.1562003344259,60.5
796587,-1452084.2708616108,276612.7137797447,-1175471.557081866,298.29652711658724,1088.1936060250616,60.5
799920,-1451710.6675549177,276243.4329194616,-1175467.2346354562,297.89829813915566,1090.825145229822,60.5
803253,-1450880.5267633619,274963.8489336462,-1175916.6778297157,296.5184069045588,1088.4537665384842,60.5
806586,-1451589.427133372,274926.5848228074,-1176662.8423105646,296.47822164084687,1087.2762917547066,60.5
809919,-1450671.4489406953,277554.0005175597,-1173117.4484231356,299.31160180738647,1090.2587885829257,60.5
813252,-1449747.5375317186,276763.8052821801,-1172983.7322495384,298.45946275984613,1090.8446299047216,60.5
816585,-1450409.1685328698,275938.9880818266,-1174470.1804510432,297.5699877136363,1087.6871452668056,60.5
819918,-1451326.8226337712,275493.4910378001,-1175833.3315959712,297.089567926498,1089.156084320478,60.5
823251,-1452415.7789543904,277295.44874643086,-1175120.3302079595,299.03278202953277,1086.3314592939241,60.5
826584,-1451003.6781241754,275457.37574941094,-1175546.3023747643,297.0506215420203,1087.2389257213258,60.5
829917,-1453368.7454445707,277234.53563602356,-1176134.209808547,298.96709390897576,1087.6011969652186,60.6
833250,-1453471.1693987604,275763.6462604873,-1177707.523138273,297.380900756464,1086.645073215365,60.6
